,order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,avg_shoe_price,business_type
2502,2503,96,833,153,1,credit_card,2017-03-13 04:58:31.609,153.0,general
4203,4204,96,953,153,1,cash,2017-03-17 09:02:54.657,153.0,general
3133,3134,30,957,153,1,cash,2017-03-19 19:28:35.069,153.0,general
2804,2805,96,972,153,1,cash,2017-03-21 18:33:44.799,153.0,general
801,802,30,815,153,1,cash,2017-03-27 23:54:46.569,153.0,general
1799,1800,84,774,153,1,credit_card,2017-03-05 16:14:04.679,153.0,general
3406,3407,74,984,153,1,credit_card,2017-03-15 09:23:07.738,153.0,general
1559,1560,30,781,153,1,credit_card,2017-03-05 20:23:42.845,153.0,general
3093,3094,74,987,153,1,cash,2017-03-11 06:26:52.181,153.0,general
2106,2107,96,746,153,1,cash,2017-03-06 15:31:21.493,153.0,general
1469,1470,15,729,153,1,cash,2017-03-26 14:30:01.892,153.0,general
1666,1667,96,895,153,1,credit_card,2017-03-11 02:49:41.960,153.0,general
1557,1558,84,893,153,1,credit_card,2017-03-04 07:08:28.912,153.0,general
1833,1834,74,878,153,1,credit_card,2017-03-06 17:33:21.179,153.0,general
3425,3426,84,757,153,1,credit_card,2017-03-05 16:18:12.970,153.0,general
4335,4336,74,808,153,1,cash,2017-03-10 17:45:17.307,153.0,general
2449,2450,74,876,153,1,cash,2017-03-29 10:00:16.870,153.0,general
1489,1490,84,734,153,1,credit_card,2017-03-30 11:34:52.296,153.0,general
3534,3535,15,943,153,1,debit,2017-03-05 01:17:04.998,153.0,general
2260,2261,15,989,153,1,credit_card,2017-03-03 14:38:17.438,153.0,general
4661,4662,15,972,153,1,debit,2017-03-25 04:48:10.224,153.0,general
3175,3176,15,977,153,1,debit,2017-03-10 06:50:27.182,153.0,general
1400,1401,30,981,153,1,cash,2017-03-24 08:29:30.424,153.0,general
411,412,15,927,153,1,credit_card,2017-03-11 22:15:51.739,153.0,general
3194,3195,15,799,153,1,credit_card,2017-03-19 00:14:21.127,153.0,general
4666,4667,96,899,153,1,debit,2017-03-22 02:56:13.190,153.0,general
4675,4676,74,900,153,1,debit,2017-03-20 09:37:01.613,153.0,general
3244,3245,74,823,153,1,credit_card,2017-03-03 13:31:44.410,153.0,general
3531,3532,74,895,153,1,debit,2017-03-10 03:51:17.441,153.0,general
3069,3070,30,968,153,1,debit,2017-03-25 05:04:05.873,153.0,general
1624,1625,30,969,153,1,credit_card,2017-03-04 21:02:53.281,153.0,general
2754,2755,96,850,153,1,credit_card,2017-03-13 17:45:38.987,153.0,general
858,859,84,814,153,1,debit,2017-03-11 02:36:24.227,153.0,general
303,304,15,952,153,1,cash,2017-03-10 17:49:43.063,153.0,general
2615,2616,65,814,154,1,credit_card,2017-03-19 19:44:18.679,154.0,general
4301,4302,65,727,154,1,cash,2017-03-15 03:10:11.690,154.0,general
4137,4138,65,939,154,1,debit,2017-03-21 17:35:31.440,154.0,general
3971,3972,65,847,154,1,credit_card,2017-03-22 08:56:27.331,154.0,general
3975,3976,65,870,154,1,credit_card,2017-03-13 12:27:15.313,154.0,general
3542,3543,65,948,154,1,credit_card,2017-03-17 22:18:16.284,154.0,general
3515,3516,65,837,154,1,credit_card,2017-03-30 12:17:49.511,154.0,general
3613,3614,65,727,154,1,credit_card,2017-03-27 02:44:50.432,154.0,general
4907,4908,65,742,154,1,cash,2017-03-08 00:37:40.227,154.0,general
3353,3354,65,770,154,1,debit,2017-03-15 03:10:29.820,154.0,general
2116,2117,65,773,154,1,cash,2017-03-25 13:19:57.495,154.0,general
2704,2705,65,806,154,1,cash,2017-03-07 05:20:08.507,154.0,general
2440,2441,65,858,154,1,credit_card,2017-03-13 18:08:34.225,154.0,general
3551,3552,65,974,154,1,cash,2017-03-16 10:37:37.434,154.0,general
461,462,65,983,154,1,credit_card,2017-03-11 18:27:56.075,154.0,general
4415,4416,65,745,154,1,credit_card,2017-03-09 03:34:57.441,154.0,general
4681,4682,76,748,155,1,debit,2017-03-29 19:39:05.614,155.0,general
2539,2540,76,749,155,1,credit_card,2017-03-08 18:29:36.201,155.0,general
2715,2716,76,920,155,1,debit,2017-03-10 15:38:15.380,155.0,general
4975,4976,76,932,155,1,cash,2017-03-25 01:15:08.575,155.0,general
4445,4446,76,947,155,1,cash,2017-03-03 12:10:23.605,155.0,general
4628,4629,76,908,155,1,cash,2017-03-27 16:54:21.480,155.0,general
1248,1249,76,883,155,1,cash,2017-03-25 02:01:15.738,155.0,general
4609,4610,76,813,155,1,credit_card,2017-03-09 13:19:40.711,155.0,general
2956,2957,76,928,155,1,debit,2017-03-08 19:52:32.573,155.0,general
4416,4417,76,988,155,1,debit,2017-03-15 14:31:38.744,155.0,general
3618,3619,76,731,155,1,credit_card,2017-03-28 01:10:23.413,155.0,general
3026,3027,76,797,155,1,credit_card,2017-03-09 07:59:49.668,155.0,general
2478,2479,16,835,156,1,credit_card,2017-03-21 18:25:35.846,156.0,general
1030,1031,18,945,156,1,credit_card,2017-03-30 12:49:49.141,156.0,general
1207,1208,77,944,156,1,credit_card,2017-03-09 04:14:26.603,156.0,general
1608,1609,18,864,156,1,credit_card,2017-03-01 22:15:19.675,156.0,general
3789,3790,77,885,156,1,cash,2017-03-24 04:26:30.280,156.0,general
4695,4696,77,917,156,1,debit,2017-03-17 14:08:13.564,156.0,general
3595,3596,77,726,156,1,debit,2017-03-13 02:43:42.452,156.0,general
491,492,18,727,156,1,debit,2017-03-19 11:27:31.861,156.0,general
872,873,77,822,156,1,credit_card,2017-03-01 12:25:24.750,156.0,general
2621,2622,18,850,156,1,cash,2017-03-16 03:29:20.307,156.0,general
3159,3160,16,907,156,1,debit,2017-03-28 17:58:32.713,156.0,general
4716,4717,18,876,156,1,credit_card,2017-03-11 04:49:39.449,156.0,general
3327,3328,77,816,156,1,credit_card,2017-03-01 08:31:15.911,156.0,general
469,470,23,892,156,1,debit,2017-03-09 22:33:14.174,156.0,general
3036,3037,23,712,156,1,credit_card,2017-03-07 23:23:14.864,156.0,general
705,706,23,960,156,1,debit,2017-03-08 14:38:12.657,156.0,general
2784,2785,16,964,156,1,credit_card,2017-03-18 23:27:55.256,156.0,general
4919,4920,18,969,156,1,debit,2017-03-18 15:43:53.382,156.0,general
711,712,77,908,156,1,debit,2017-03-02 03:08:18.767,156.0,general
1444,1445,23,916,156,1,credit_card,2017-03-08 16:03:35.861,156.0,general
668,669,16,975,156,1,debit,2017-03-01 17:00:06.854,156.0,general
1613,1614,18,792,156,1,credit_card,2017-03-10 07:37:08.907,156.0,general
3494,3495,77,986,156,1,cash,2017-03-27 15:45:02.088,156.0,general
151,152,16,755,156,1,credit_card,2017-03-03 23:20:39.772,156.0,general
4549,4550,16,797,156,1,credit_card,2017-03-02 20:00:25.295,156.0,general
4656,4657,18,963,156,1,credit_card,2017-03-26 18:48:38.746,156.0,general
4207,4208,16,832,156,1,cash,2017-03-15 04:30:28.509,156.0,general
4504,4505,23,792,156,1,credit_card,2017-03-26 20:17:59.778,156.0,general
3564,3565,16,808,156,1,cash,2017-03-14 16:55:15.481,156.0,general
1861,1862,16,914,156,1,debit,2017-03-11 06:54:57.171,156.0,general
3862,3863,16,722,156,1,credit_card,2017-03-07 19:48:58.836,156.0,general
1644,1645,23,858,156,1,debit,2017-03-17 19:23:40.216,156.0,general
3189,3190,23,787,156,1,credit_card,2017-03-23 23:20:14.431,156.0,general
2628,2629,23,791,156,1,debit,2017-03-10 07:52:04.704,156.0,general
1896,1897,23,974,156,1,credit_card,2017-03-29 08:56:31.140,156.0,general
319,320,23,840,156,1,cash,2017-03-04 03:55:53.280,156.0,general
285,286,77,742,156,1,cash,2017-03-14 02:40:32.062,156.0,general
1700,1701,23,975,156,1,credit_card,2017-03-13 01:21:02.339,156.0,general
1670,1671,77,964,156,1,credit_card,2017-03-11 12:37:13.080,156.0,general
100,101,77,972,156,1,credit_card,2017-03-17 06:45:48.973,156.0,general
1236,1237,23,803,156,1,cash,2017-03-08 04:19:50.795,156.0,general
1757,1758,77,961,156,1,cash,2017-03-28 23:33:37.645,156.0,general
1615,1616,23,963,156,1,cash,2017-03-03 01:19:37.833,156.0,general
4829,4830,18,770,156,1,credit_card,2017-03-18 02:19:12.087,156.0,general
3808,3809,77,786,156,1,debit,2017-03-22 21:09:02.593,156.0,general
3603,3604,16,882,156,1,cash,2017-03-29 01:44:36.453,156.0,general
3768,3769,23,912,156,1,credit_card,2017-03-05 04:55:58.066,156.0,general
3,4,18,935,156,1,credit_card,2017-03-26 12:43:36.649,156.0,general
1979,1980,18,810,156,1,debit,2017-03-07 22:56:46.071,156.0,general
1408,1409,16,807,156,1,cash,2017-03-07 04:04:28.252,156.0,general
831,832,18,817,156,1,debit,2017-03-10 23:41:34.265,156.0,general
784,785,77,900,156,1,cash,2017-03-16 09:14:17.049,156.0,general
4313,4314,77,791,156,1,credit_card,2017-03-14 08:56:01.190,156.0,general
3386,3387,16,927,156,1,credit_card,2017-03-10 11:21:05.152,156.0,general
254,255,18,843,156,1,credit_card,2017-03-21 00:14:41.360,156.0,general
804,805,23,756,156,1,credit_card,2017-03-20 10:04:50.243,156.0,general
3242,3243,18,991,156,1,cash,2017-03-03 17:30:19.958,156.0,general
1814,1815,16,986,156,1,cash,2017-03-16 03:59:01.380,156.0,general
631,632,18,866,156,1,credit_card,2017-03-21 07:38:07.648,156.0,general
1478,1479,16,774,156,1,debit,2017-03-22 20:09:32.837,156.0,general
952,953,77,945,156,1,cash,2017-03-17 19:01:52.552,156.0,general
502,503,23,786,156,1,cash,2017-03-28 01:24:43.402,156.0,general
4,5,18,883,156,1,credit_card,2017-03-01 04:35:10.773,156.0,general
3094,3095,77,775,156,1,credit_card,2017-03-08 17:26:36.774,156.0,general
1245,1246,16,762,156,1,cash,2017-03-15 09:00:37.410,156.0,general
1561,1562,77,980,156,1,debit,2017-03-10 23:12:35.340,156.0,general
4602,4603,16,719,156,1,cash,2017-03-30 02:00:29.975,156.0,general
833,834,16,736,156,1,credit_card,2017-03-26 03:45:22.642,156.0,general
249,250,77,732,156,1,debit,2017-03-20 04:20:22.392,156.0,general
3006,3007,18,887,156,1,credit_card,2017-03-01 09:19:34.426,156.0,general
1012,1013,23,866,156,1,debit,2017-03-03 06:52:05.642,156.0,general
1956,1957,18,911,156,1,cash,2017-03-20 03:40:07.879,156.0,general
206,207,16,746,156,1,cash,2017-03-09 21:53:32.041,156.0,general
4878,4879,77,942,156,1,credit_card,2017-03-17 23:23:57.538,156.0,general
4573,4574,16,770,156,1,debit,2017-03-26 03:58:15.454,156.0,general
1876,1877,61,726,158,1,credit_card,2017-03-04 06:42:51.377,158.0,general
621,622,61,859,158,1,debit,2017-03-15 17:18:08.476,158.0,general
2105,2106,61,985,158,1,cash,2017-03-29 15:50:35.986,158.0,general
3110,3111,1,742,158,1,credit_card,2017-03-25 19:17:18.956,158.0,general
2301,2302,61,809,158,1,cash,2017-03-05 07:59:27.815,158.0,general
2401,2402,61,855,158,1,cash,2017-03-05 18:26:30.701,158.0,general
2941,2942,1,887,158,1,debit,2017-03-30 19:31:35.782,158.0,general
4358,4359,1,801,158,1,debit,2017-03-27 07:48:22.564,158.0,general
980,981,61,775,158,1,debit,2017-03-17 16:19:55.265,158.0,general
1784,1785,61,931,158,1,debit,2017-03-03 09:06:21.205,158.0,general
3420,3421,61,823,158,1,credit_card,2017-03-10 16:59:17.515,158.0,general
1167,1168,1,738,158,1,debit,2017-03-16 00:21:56.249,158.0,general
347,348,1,907,158,1,credit_card,2017-03-03 06:59:34.915,158.0,general
1546,1547,1,747,158,1,debit,2017-03-01 01:08:32.723,158.0,general
4551,4552,61,808,158,1,credit_card,2017-03-21 17:40:04.077,158.0,general
4460,4461,1,910,158,1,cash,2017-03-08 02:17:09.634,158.0,general
2030,2031,1,951,158,1,credit_card,2017-03-04 20:02:50.450,158.0,general
1882,1883,61,819,158,1,cash,2017-03-19 01:13:48.855,158.0,general
2078,2079,1,900,158,1,debit,2017-03-09 08:35:59.083,158.0,general
541,542,61,716,158,1,debit,2017-03-01 13:28:39.227,158.0,general
547,548,61,980,158,1,cash,2017-03-06 22:10:25.699,158.0,general
1597,1598,1,719,158,1,cash,2017-03-15 23:14:25.259,158.0,general
4991,4992,61,707,158,1,cash,2017-03-13 18:56:04.428,158.0,general
1005,1006,61,894,158,1,debit,2017-03-02 22:21:01.512,158.0,general
4827,4828,61,928,158,1,debit,2017-03-08 21:30:58.706,158.0,general
1377,1378,1,889,158,1,debit,2017-03-27 19:10:36.615,158.0,general
4784,4785,1,929,158,1,cash,2017-03-24 00:55:37.894,158.0,general
2065,2066,61,848,158,1,debit,2017-03-27 06:05:38.895,158.0,general
1841,1842,61,785,158,1,debit,2017-03-02 06:33:48.899,158.0,general
508,509,72,810,160,1,debit,2017-03-15 17:49:08.069,160.0,general
1178,1179,91,922,160,1,credit_card,2017-03-29 02:59:52.587,160.0,general
4552,4553,13,887,160,1,credit_card,2017-03-01 01:35:02.868,160.0,general
2098,2099,13,922,160,1,cash,2017-03-16 21:10:17.236,160.0,general
1682,1683,62,960,160,1,debit,2017-03-07 09:45:09.927,160.0,general
246,247,62,786,160,1,cash,2017-03-12 23:19:34.396,160.0,general
3815,3816,72,896,160,1,cash,2017-03-12 02:15:27.158,160.0,general
1286,1287,91,774,160,1,debit,2017-03-20 01:49:18.316,160.0,general
3760,3761,91,722,160,1,credit_card,2017-03-02 01:07:22.775,160.0,general
1487,1488,13,739,160,1,credit_card,2017-03-08 12:10:05.257,160.0,general
1310,1311,72,894,160,1,debit,2017-03-18 08:35:39.095,160.0,general
3129,3130,91,711,160,1,cash,2017-03-10 03:42:37.968,160.0,general
1705,1706,72,982,160,1,cash,2017-03-07 10:32:14.078,160.0,general
439,440,72,972,160,1,credit_card,2017-03-26 08:14:41.790,160.0,general
210,211,13,701,160,1,credit_card,2017-03-04 08:20:57.334,160.0,general
2104,2105,62,818,160,1,cash,2017-03-15 03:51:29.385,160.0,general
3466,3467,91,800,160,1,debit,2017-03-17 04:50:29.680,160.0,general
1907,1908,72,907,160,1,credit_card,2017-03-12 21:41:39.843,160.0,general
1549,1550,13,889,160,1,credit_card,2017-03-12 17:24:35.268,160.0,general
1334,1335,13,764,160,1,cash,2017-03-17 14:42:19.869,160.0,general
2951,2952,72,869,160,1,debit,2017-03-13 20:23:18.205,160.0,general
4570,4571,13,992,160,1,credit_card,2017-03-04 00:44:01.074,160.0,general
2045,2046,91,923,160,1,cash,2017-03-09 03:43:05.382,160.0,general
3717,3718,13,746,160,1,cash,2017-03-01 08:36:10.288,160.0,general
3481,3482,62,988,160,1,cash,2017-03-02 23:46:30.728,160.0,general
3718,3719,91,888,160,1,cash,2017-03-17 17:03:06.402,160.0,general
3429,3430,72,806,160,1,credit_card,2017-03-15 17:43:39.454,160.0,general
3172,3173,91,786,160,1,cash,2017-03-27 06:52:37.945,160.0,general
4567,4568,72,740,160,1,debit,2017-03-07 15:30:36.644,160.0,general
1297,1298,62,852,160,1,debit,2017-03-06 07:33:04.169,160.0,general
1620,1621,13,885,160,1,cash,2017-03-14 11:37:15.311,160.0,general
2831,2832,62,900,160,1,cash,2017-03-19 01:57:20.462,160.0,general
3308,3309,62,767,160,1,credit_card,2017-03-05 03:43:50.706,160.0,general
3498,3499,62,823,160,1,cash,2017-03-13 21:00:35.766,160.0,general
4626,4627,91,759,160,1,debit,2017-03-02 02:39:32.905,160.0,general
1795,1796,13,795,160,1,debit,2017-03-17 13:27:54.661,160.0,general
960,961,62,773,160,1,credit_card,2017-03-02 13:05:57.602,160.0,general
345,346,72,818,160,1,debit,2017-03-05 12:53:41.484,160.0,general
3853,3854,62,794,160,1,cash,2017-03-16 00:29:22.598,160.0,general
4732,4733,62,851,160,1,credit_card,2017-03-08 10:39:59.828,160.0,general
684,685,72,724,160,1,credit_card,2017-03-27 18:28:42.722,160.0,general
4269,4270,72,737,160,1,credit_card,2017-03-15 13:51:14.074,160.0,general
4898,4899,91,726,160,1,credit_card,2017-03-29 07:10:18.283,160.0,general
2686,2687,91,883,160,1,cash,2017-03-11 15:07:44.405,160.0,general
2599,2600,72,746,160,1,debit,2017-03-04 10:23:24.391,160.0,general
2640,2641,62,733,160,1,cash,2017-03-09 15:57:25.705,160.0,general
815,816,13,756,160,1,debit,2017-03-22 10:23:22.157,160.0,general
3848,3849,91,726,160,1,credit_card,2017-03-13 04:05:55.789,160.0,general
3929,3930,91,815,160,1,credit_card,2017-03-01 19:48:24.417,160.0,general
735,736,13,912,160,1,cash,2017-03-19 18:49:46.495,160.0,general
4383,4384,91,917,160,1,debit,2017-03-11 01:24:36.914,160.0,general
557,558,91,920,160,1,credit_card,2017-03-06 14:48:19.575,160.0,general
2801,2802,13,764,160,1,cash,2017-03-20 19:07:44.386,160.0,general
3345,3346,72,827,160,1,debit,2017-03-30 03:25:06.898,160.0,general
4160,4161,13,851,160,1,credit_card,2017-03-09 19:18:21.321,160.0,general
908,909,72,727,160,1,credit_card,2017-03-11 19:37:17.209,160.0,general
2202,2203,62,951,160,1,cash,2017-03-29 00:26:58.769,160.0,general
4261,4262,91,857,160,1,cash,2017-03-08 23:59:03.732,160.0,general
4064,4065,72,860,160,1,credit_card,2017-03-11 00:20:51.070,160.0,general
1021,1022,91,758,160,1,credit_card,2017-03-06 13:23:21.680,160.0,general
63,64,91,962,160,1,debit,2017-03-01 19:05:36.901,160.0,general
4075,4076,62,852,160,1,credit_card,2017-03-15 06:19:21.541,160.0,general
2550,2551,91,881,160,1,debit,2017-03-01 04:32:13.408,160.0,general
3905,3906,91,879,160,1,credit_card,2017-03-25 08:50:08.570,160.0,general
3761,3762,91,963,160,1,credit_card,2017-03-18 16:15:26.344,160.0,general
4096,4097,13,784,160,1,debit,2017-03-12 04:46:17.891,160.0,general
992,993,62,852,160,1,debit,2017-03-10 19:38:46.765,160.0,general
2708,2709,62,772,160,1,cash,2017-03-26 17:39:53.256,160.0,general
3878,3879,13,819,160,1,debit,2017-03-03 17:56:55.418,160.0,general
3959,3960,72,750,160,1,credit_card,2017-03-28 05:04:41.195,160.0,general
3947,3948,72,808,160,1,credit_card,2017-03-21 22:38:02.677,160.0,general
2214,2215,62,952,160,1,debit,2017-03-04 03:58:01.231,160.0,general
4398,4399,62,938,160,1,cash,2017-03-27 14:33:03.195,160.0,general
1013,1014,91,749,160,1,debit,2017-03-17 13:15:12.438,160.0,general
584,585,13,906,160,1,cash,2017-03-10 07:06:51.061,160.0,general
3752,3753,66,858,161,1,credit_card,2017-03-07 23:25:33.666,161.0,general
3158,3159,66,705,161,1,cash,2017-03-12 23:07:53.259,161.0,general
4809,4810,66,808,161,1,credit_card,2017-03-07 09:39:12.373,161.0,general
1480,1481,66,853,161,1,cash,2017-03-10 17:49:03.228,161.0,general
2357,2358,66,853,161,1,credit_card,2017-03-25 13:44:12.535,161.0,general
4814,4815,66,713,161,1,debit,2017-03-01 20:06:34.895,161.0,general
1611,1612,66,711,161,1,debit,2017-03-05 03:21:06.896,161.0,general
1579,1580,40,727,161,1,credit_card,2017-03-26 07:49:29.621,161.0,general
2162,2163,40,823,161,1,credit_card,2017-03-26 16:17:29.711,161.0,general
3487,3488,66,946,161,1,debit,2017-03-07 11:13:02.524,161.0,general
4049,4050,40,848,161,1,credit_card,2017-03-16 05:32:10.751,161.0,general
1980,1981,66,960,161,1,cash,2017-03-20 01:40:54.753,161.0,general
1935,1936,40,886,161,1,cash,2017-03-02 13:08:14.975,161.0,general
346,347,40,758,161,1,credit_card,2017-03-05 02:54:53.586,161.0,general
1369,1370,66,979,161,1,cash,2017-03-27 12:37:58.728,161.0,general
2143,2144,40,869,161,1,cash,2017-03-02 04:38:37.554,161.0,general
1697,1698,66,905,161,1,credit_card,2017-03-26 19:47:12.137,161.0,general
4127,4128,66,988,161,1,cash,2017-03-03 12:50:03.018,161.0,general
4565,4566,40,782,161,1,cash,2017-03-21 03:39:41.186,161.0,general
2192,2193,40,951,161,1,debit,2017-03-04 03:35:12.502,161.0,general
2284,2285,66,768,161,1,credit_card,2017-03-14 18:26:41.541,161.0,general
2466,2467,40,840,161,1,credit_card,2017-03-27 04:02:11.869,161.0,general
1955,1956,66,872,161,1,credit_card,2017-03-17 21:52:51.640,161.0,general
2443,2444,40,877,161,1,cash,2017-03-17 06:15:39.134,161.0,general
4138,4139,66,853,161,1,credit_card,2017-03-04 06:52:59.469,161.0,general
3941,3942,66,731,161,1,cash,2017-03-25 14:54:00.627,161.0,general
1232,1233,66,981,161,1,cash,2017-03-30 17:30:43.480,161.0,general
4319,4320,40,877,161,1,credit_card,2017-03-19 17:31:46.478,161.0,general
415,416,40,879,161,1,cash,2017-03-12 06:38:35.691,161.0,general
1504,1505,40,948,161,1,credit_card,2017-03-07 13:07:56.544,161.0,general
4934,4935,66,720,161,1,debit,2017-03-02 12:20:51.144,161.0,general
4511,4512,66,711,161,1,credit_card,2017-03-22 17:31:10.707,161.0,general
1450,1451,66,894,161,1,cash,2017-03-10 10:44:39.023,161.0,general
4736,4737,66,762,161,1,credit_card,2017-03-05 04:10:07.385,161.0,general
3852,3853,40,939,161,1,debit,2017-03-10 07:01:05.586,161.0,general
4550,4551,40,736,161,1,credit_card,2017-03-07 02:38:49.491,161.0,general
4271,4272,40,917,161,1,credit_card,2017-03-11 06:48:34.818,161.0,general
2836,2837,66,787,161,1,credit_card,2017-03-15 00:42:43.620,161.0,general
1630,1631,40,712,161,1,credit_card,2017-03-24 18:10:24.153,161.0,general
3042,3043,66,987,161,1,debit,2017-03-13 18:53:12.040,161.0,general
1009,1010,66,932,161,1,debit,2017-03-30 07:40:14.828,161.0,general
1681,1682,40,963,161,1,cash,2017-03-27 08:29:23.717,161.0,general
1184,1185,40,962,161,1,debit,2017-03-04 04:17:54.358,161.0,general
3444,3445,97,874,162,1,cash,2017-03-10 00:23:49.716,162.0,general
4320,4321,97,922,162,1,credit_card,2017-03-17 03:00:15.704,162.0,general
1410,1411,97,832,162,1,debit,2017-03-13 04:40:50.881,162.0,general
1169,1170,97,948,162,1,credit_card,2017-03-25 07:03:05.435,162.0,general
4197,4198,97,767,162,1,credit_card,2017-03-08 10:50:45.973,162.0,general
3331,3332,97,728,162,1,cash,2017-03-05 17:24:08.408,162.0,general
3911,3912,97,851,162,1,debit,2017-03-17 20:03:20.727,162.0,general
3693,3694,97,825,162,1,credit_card,2017-03-23 02:14:43.041,162.0,general
2176,2177,97,731,162,1,cash,2017-03-21 11:29:42.899,162.0,general
2455,2456,97,769,162,1,cash,2017-03-05 17:18:09.439,162.0,general
4336,4337,97,787,162,1,debit,2017-03-26 09:53:53.067,162.0,general
1912,1913,97,863,162,1,credit_card,2017-03-22 18:49:57.306,162.0,general
1370,1371,97,919,162,1,credit_card,2017-03-02 18:31:25.855,162.0,general
1387,1388,97,969,162,1,credit_card,2017-03-29 23:52:25.969,162.0,general
1629,1630,97,967,162,1,cash,2017-03-21 14:36:02.879,162.0,general
3986,3987,97,897,162,1,cash,2017-03-18 13:15:33.539,162.0,general
1330,1331,97,706,162,1,cash,2017-03-18 22:24:58.250,162.0,general
4867,4868,97,796,162,1,credit_card,2017-03-02 06:11:25.261,162.0,general
3280,3281,19,804,163,1,credit_card,2017-03-25 02:09:43.419,163.0,general
2336,2337,29,824,163,1,credit_card,2017-03-25 02:56:32.210,163.0,general
200,201,29,929,163,1,credit_card,2017-03-15 11:12:34.325,163.0,general
3598,3599,29,783,163,1,debit,2017-03-28 10:19:58.612,163.0,general
3554,3555,29,948,163,1,cash,2017-03-05 00:00:42.557,163.0,general
3017,3018,29,849,163,1,cash,2017-03-22 15:03:31.948,163.0,general
4437,4438,19,893,163,1,debit,2017-03-01 14:38:38.711,163.0,general
224,225,29,927,163,1,debit,2017-03-02 21:18:16.488,163.0,general
3184,3185,19,833,163,1,cash,2017-03-17 14:00:06.404,163.0,general
3441,3442,29,948,163,1,debit,2017-03-06 20:17:24.382,163.0,general
812,813,29,758,163,1,credit_card,2017-03-21 23:27:18.772,163.0,general
507,508,19,997,163,1,debit,2017-03-23 04:02:26.880,163.0,general
2632,2633,19,846,163,1,debit,2017-03-18 18:05:52.522,163.0,general
4587,4588,29,978,163,1,credit_card,2017-03-24 09:23:21.245,163.0,general
4951,4952,19,971,163,1,credit_card,2017-03-07 16:31:19.604,163.0,general
2771,2772,29,942,163,1,cash,2017-03-23 19:02:00.034,163.0,general
3326,3327,19,768,163,1,debit,2017-03-23 21:20:48.980,163.0,general
1141,1142,19,874,163,1,cash,2017-03-03 05:27:23.038,163.0,general
4545,4546,19,705,163,1,credit_card,2017-03-21 17:50:27.528,163.0,general
4366,4367,19,851,163,1,credit_card,2017-03-29 10:02:18.317,163.0,general
4593,4594,19,892,163,1,debit,2017-03-16 19:12:27.268,163.0,general
1332,1333,19,829,163,1,cash,2017-03-13 01:42:50.102,163.0,general
4339,4340,19,735,163,1,credit_card,2017-03-12 16:30:55.836,163.0,general
1313,1314,29,827,163,1,cash,2017-03-25 17:39:52.849,163.0,general
406,407,29,976,163,1,cash,2017-03-08 21:31:25.826,163.0,general
3548,3549,29,953,163,1,debit,2017-03-10 01:10:08.197,163.0,general
2149,2150,19,825,163,1,cash,2017-03-01 21:38:05.120,163.0,general
2229,2230,19,888,163,1,debit,2017-03-08 03:30:23.253,163.0,general
1296,1297,19,707,163,1,credit_card,2017-03-29 23:20:15.810,163.0,general
4782,4783,19,873,163,1,cash,2017-03-14 12:46:25.454,163.0,general
2233,2234,19,921,163,1,debit,2017-03-21 10:56:54.199,163.0,general
476,477,29,784,163,1,debit,2017-03-25 11:58:49.717,163.0,general
1780,1781,29,868,163,1,cash,2017-03-14 03:28:51.604,163.0,general
1851,1852,19,894,163,1,cash,2017-03-02 21:47:11.500,163.0,general
2362,2363,19,778,163,1,cash,2017-03-21 01:46:45.722,163.0,general
852,853,29,846,163,1,credit_card,2017-03-05 01:31:04.323,163.0,general
3757,3758,29,714,163,1,cash,2017-03-15 09:03:45.052,163.0,general
515,516,19,762,163,1,cash,2017-03-20 11:57:34.657,163.0,general
4002,4003,19,943,163,1,credit_card,2017-03-15 02:43:13.833,163.0,general
3300,3301,19,756,163,1,cash,2017-03-20 05:56:27.793,163.0,general
3140,3141,29,978,163,1,cash,2017-03-25 22:16:18.641,163.0,general
703,704,19,968,163,1,cash,2017-03-20 22:10:30.821,163.0,general
3740,3741,19,713,163,1,cash,2017-03-21 00:04:35.051,163.0,general
4606,4607,19,919,163,1,debit,2017-03-13 19:20:34.967,163.0,general
4349,4350,19,712,163,1,cash,2017-03-28 14:49:26.440,163.0,general
2028,2029,29,996,163,1,credit_card,2017-03-21 11:31:34.505,163.0,general
4720,4721,35,738,164,1,cash,2017-03-09 09:07:14.434,164.0,general
3617,3618,28,702,164,1,credit_card,2017-03-29 07:10:17.800,164.0,general
893,894,71,713,164,1,credit_card,2017-03-13 04:29:29.717,164.0,general
2238,2239,71,823,164,1,debit,2017-03-27 22:17:09.654,164.0,general
3510,3511,71,752,164,1,debit,2017-03-05 12:32:27.435,164.0,general
909,910,28,900,164,1,credit_card,2017-03-27 11:46:35.911,164.0,general
387,388,35,891,164,1,debit,2017-03-03 00:43:33.939,164.0,general
4538,4539,71,933,164,1,debit,2017-03-08 03:14:07.465,164.0,general
3445,3446,35,932,164,1,cash,2017-03-28 10:17:12.644,164.0,general
4901,4902,71,941,164,1,debit,2017-03-04 13:09:22.190,164.0,general
4561,4562,35,854,164,1,debit,2017-03-13 06:51:48.459,164.0,general
4234,4235,35,872,164,1,cash,2017-03-25 12:58:17.463,164.0,general
3563,3564,71,718,164,1,credit_card,2017-03-11 03:15:33.159,164.0,general
1832,1833,28,874,164,1,cash,2017-03-09 16:55:35.550,164.0,general
89,90,28,705,164,1,cash,2017-03-11 18:13:27.804,164.0,general
